catalognumber,eventdate,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,decimallatitude,decimallongitude,scientificname,order,family,genus,specificepithet,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
49970,,,,,,,,-5.385131,143.339844,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49815,,,,,,,,-5.385131,143.339844,Amblyornis macgregoriae mayri,Passeriformes,Ptilonorhynchidae,Amblyornis,macgregoriae,0,0,0,0,specimen,0
49944,,,,,,,,-5.385131,143.339844,Seleucidis melanoleuca auripennis,Passeriformes,Paradisaeidae Paradisaeinae,Seleucidis,melanoleuca,0,0,0,0,specimen,0
49969,,,,,,,,-5.385131,143.339844,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49971,,,,,,,,-5.385131,143.339844,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
O19824,1888-05-21,142,142,1888,5,21,1888-05-21,-8.7,143.433333,Trichoglossus haematodus micropteryx,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,1,specimen,0
44198,1877-08-04,216,216,1877,8,4,18770804,-8.506519,143.551497,Halcyon sancta sancta,Coraciiformes,Alcedinidae Daceloninae,Halcyon,sancta,0,0,0,0,specimen,0
49392,1877-09-14,257,257,1877,9,14,18770914,-8.506519,143.551497,Mino anais robertsoni,Passeriformes,Sturnidae Sturninae,Mino,anais,0,0,0,0,specimen,0
49940,1877-08-08,220,220,1877,8,8,18770808,-8.506519,143.551497,Seleucidis melanoleuca melanoleuca,Passeriformes,Paradisaeidae Paradisaeinae,Seleucidis,melanoleuca,0,0,0,0,specimen,0
55612,1877-05-31,151,151,1877,5,31,18770531,-8.506519,143.551497,Pitohui ferrugineus clarus,Passeriformes,Muscicapidae Pachycephalinae,Pitohui,ferrugineus,0,0,0,0,specimen,0
44060,1877-08-20,232,232,1877,8,20,18770820,-8.506519,143.551497,Ceyx lepidus meeki,Coraciiformes,Alcedinidae Alcedininae,Ceyx,lepidus,0,0,0,0,specimen,0
49634,1877-08-20,232,232,1877,8,20,18770820,-8.506519,143.551497,Dicrurus hottentottus carbonarius,Passeriformes,Dicruridae,Dicrurus,hottentottus,0,0,0,0,specimen,0
33.9.1.438,,,,,,,,-8.506519,143.551497,Dacelo gaudichaud,Coraciiformes,Alcedinidae Daceloninae,Dacelo,gaudichaud,0,0,0,0,specimen,0
56857,,,,,,,,-8.506519,143.551497,Meliphaga flaviventer tararae,Passeriformes,Meliphagidae,Meliphaga,flaviventer,0,0,0,0,specimen,0
B01321,9/11/61,254,254,1961,9,11,9/11/61,-6.1417,143.6583,Coracina longicauda,Passeriformes,Campephagidae,Coracina,longicauda,0,0,0,0,specimen,0
B33402,,,,,,,,-6.1417,143.6583,Paradisaea raggiana,Passeriformes,Paradisaeidae,Paradisaea,raggiana,0,0,0,0,specimen,0
B01003,6/26/61,177,177,1961,6,26,6/26/61,-6.175,143.6708,Rhipidura albolimbata,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,0,0,0,0,specimen,0
B01016,7/1/61,182,182,1961,7,1,7/1/61,-6.175,143.6708,Rhipidura leucophrys,Passeriformes,Rhipiduridae,Rhipidura,leucophrys,0,0,0,0,specimen,0
B01018,7/1/61,182,182,1961,7,1,7/1/61,-6.175,143.6708,Erythrura trichroa,Passeriformes,Estrildidae,Erythrura,trichroa,0,0,0,0,specimen,0
B01036,7/7/61,188,188,1961,7,7,7/7/61,-6.175,143.6708,Melidectes rufocrissalis,Passeriformes,Meliphagidae,Melidectes,rufocrissalis,0,0,0,0,specimen,0
B01019,7/1/61,182,182,1961,7,1,7/1/61,-6.175,143.6708,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B01027,7/4/61,185,185,1961,7,4,7/4/61,-6.175,143.6708,Pachycephala soror,Passeriformes,Corvidae,Pachycephala,soror,0,0,0,0,specimen,0
B01001,6/26/61,177,177,1961,6,26,6/26/61,-6.175,143.6708,Gerygone ruficollis,Passeriformes,Acanthizidae,Gerygone,ruficollis,0,0,0,0,specimen,0
B01042,7/9/61,190,190,1961,7,9,7/9/61,-6.175,143.6708,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B01040,7/8/61,189,189,1961,7,8,7/8/61,-6.175,143.6708,Neopsittacus musschenbroekii,Psittaciformes,Psittacidae,Neopsittacus,musschenbroekii,0,0,0,0,specimen,0
B01023,7/3/61,184,184,1961,7,3,7/3/61,-6.175,143.6708,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B01045,7/9/61,190,190,1961,7,9,7/9/61,-6.175,143.6708,Rhipidura albolimbata,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,0,0,0,0,specimen,0
B01033,7/6/61,187,187,1961,7,6,7/6/61,-6.175,143.6708,Lanius schach,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
B01041,7/8/61,189,189,1961,7,8,7/8/61,-6.175,143.6708,Melanocharis versteri,Passeriformes,Melanocharitidae,Melanocharis,versteri,0,0,0,0,specimen,0
B01021,7/2/61,183,183,1961,7,2,7/2/61,-6.175,143.6708,Lanius schach,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
B01011,6/30/61,181,181,1961,6,30,6/30/61,-6.175,143.6708,Gerygone ruficollis,Passeriformes,Acanthizidae,Gerygone,ruficollis,0,0,0,0,specimen,0
B01038,7/7/61,188,188,1961,7,7,7/7/61,-6.175,143.6708,Microeca papuana,Passeriformes,Petroicidae,Microeca,papuana,0,0,0,0,specimen,0
B01013,7/1/61,182,182,1961,7,1,7/1/61,-6.175,143.6708,Lonchura spectabilis,Passeriformes,Estrildidae,Lonchura,spectabilis,0,0,0,0,specimen,0
B01030,7/6/61,187,187,1961,7,6,7/6/61,-6.175,143.6708,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01037,7/7/61,188,188,1961,7,7,7/7/61,-6.175,143.6708,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01008,6/28/61,179,179,1961,6,28,6/28/61,-6.175,143.6708,Melanocharis striativentris,Passeriformes,Melanocharitidae,Melanocharis,striativentris,0,0,0,0,specimen,0
B01026,7/4/61,185,185,1961,7,4,7/4/61,-6.175,143.6708,Peneothello cyanus,Passeriformes,Petroicidae,Peneothello,cyanus,0,0,0,0,specimen,0
B01017,7/1/61,182,182,1961,7,1,7/1/61,-6.175,143.6708,Rhipidura leucophrys,Passeriformes,Rhipiduridae,Rhipidura,leucophrys,0,0,0,0,specimen,0
B01028,7/5/61,186,186,1961,7,5,7/5/61,-6.175,143.6708,Lonchura spectabilis,Passeriformes,Estrildidae,Lonchura,spectabilis,0,0,0,0,specimen,0
B01022,7/2/61,183,183,1961,7,2,7/2/61,-6.175,143.6708,Lanius schach,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
B01029,7/6/61,187,187,1961,7,6,7/6/61,-6.175,143.6708,Erythrura trichroa,Passeriformes,Estrildidae,Erythrura,trichroa,0,0,0,0,specimen,0
B01014,7/1/61,182,182,1961,7,1,7/1/61,-6.175,143.6708,Gerygone ruficollis,Passeriformes,Acanthizidae,Gerygone,ruficollis,0,0,0,0,specimen,0
B01020,7/2/61,183,183,1961,7,2,7/2/61,-6.175,143.6708,Rhipidura leucophrys,Passeriformes,Rhipiduridae,Rhipidura,leucophrys,0,0,0,0,specimen,0
B01046,7/10/61,191,191,1961,7,10,7/10/61,-6.175,143.6708,Dicaeum pectorale,Passeriformes,Dicaeidae,Dicaeum,pectorale,0,0,0,0,specimen,0
B01032,7/6/61,187,187,1961,7,6,7/6/61,-6.175,143.6708,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01035,7/7/61,188,188,1961,7,7,7/7/61,-6.175,143.6708,Charmosyna papou,Psittaciformes,Psittacidae,Charmosyna,papou,0,0,0,0,specimen,0
B01012,6/30/61,181,181,1961,6,30,6/30/61,-6.175,143.6708,Erythrura trichroa,Passeriformes,Estrildidae,Erythrura,trichroa,0,0,0,0,specimen,0
B01005,6/26/61,177,177,1961,6,26,6/26/61,-6.175,143.6708,Sericornis perspicillatus,Passeriformes,Pardalotidae,Sericornis,perspicillatus,0,0,0,0,specimen,0
B01039,7/7/61,188,188,1961,7,7,7/7/61,-6.175,143.6708,Melanocharis striativentris,Passeriformes,Melanocharitidae,Melanocharis,striativentris,0,0,0,0,specimen,0
B01010,6/30/61,181,181,1961,6,30,6/30/61,-6.175,143.6708,Sericornis perspicillatus,Passeriformes,Pardalotidae,Sericornis,perspicillatus,0,0,0,0,specimen,0
B01034,7/6/61,187,187,1961,7,6,7/6/61,-6.175,143.6708,Melidectes torquatus,Passeriformes,Meliphagidae,Melidectes,torquatus,0,0,0,0,specimen,0
B01043,7/9/61,190,190,1961,7,9,7/9/61,-6.175,143.6708,Erythrura trichroa,Passeriformes,Estrildidae,Erythrura,trichroa,0,0,0,0,specimen,0
B01031,7/6/61,187,187,1961,7,6,7/6/61,-6.175,143.6708,Rhipidura atra,Passeriformes,Rhipiduridae,Rhipidura,atra,0,0,0,0,specimen,0
B01002,6/26/61,177,177,1961,6,26,6/26/61,-6.175,143.6708,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01044,7/9/61,190,190,1961,7,9,7/9/61,-6.175,143.6708,Erythrura trichroa,Passeriformes,Estrildidae,Erythrura,trichroa,0,0,0,0,specimen,0
B01004,6/26/61,177,177,1961,6,26,6/26/61,-6.175,143.6708,Melidectes hybrid,Passeriformes,Meliphagidae,Melidectes,hybrid,0,0,0,0,specimen,0
B01009,6/30/61,181,181,1961,6,30,6/30/61,-6.175,143.6708,Rhipidura atra,Passeriformes,Rhipiduridae,Rhipidura,atra,0,0,0,0,specimen,0
B01048,7/13/61,194,194,1961,7,13,7/13/61,-6.2167,143.6833,Rhipidura leucophrys,Passeriformes,Rhipiduridae,Rhipidura,leucophrys,0,0,0,0,specimen,0
B01047,7/13/61,194,194,1961,7,13,7/13/61,-6.2167,143.6833,Lophorina superba,Passeriformes,Paradisaeidae,Lophorina,superba,0,0,0,0,specimen,0
B01049,7/14/61,195,195,1961,7,14,7/14/61,-6.2167,143.6833,Macropygia amboinensis,Columbiformes,Columbidae,Macropygia,amboinensis,0,0,0,0,specimen,0
B01024,7/4/61,185,185,1961,7,4,7/4/61,-6.2167,143.6833,Melipotes fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
B01025,7/4/61,185,185,1961,7,4,7/4/61,-6.2167,143.6833,Macropygia amboinensis,Columbiformes,Columbidae,Macropygia,amboinensis,0,0,0,0,specimen,0
B01050,7/14/61,195,195,1961,7,14,7/14/61,-6.2167,143.6833,Peneothello cyanus,Passeriformes,Petroicidae,Peneothello,cyanus,0,0,0,0,specimen,0
B01294,9/5/61,248,248,1961,9,5,9/5/61,-6.0833,143.6917,Gallirallus philippensis,Gruiformes,Rallidae,Gallirallus,philippensis,0,0,0,0,specimen,0
B01319,9/8/61,251,251,1961,9,8,9/8/61,-6.0833,143.6917,Epimachus meyeri,Passeriformes,Paradisaeidae,Epimachus,meyeri,0,0,0,0,specimen,0
B01299,9/5/61,248,248,1961,9,5,9/5/61,-6.0833,143.6917,Amblyornis macgregoriae,Passeriformes,Ptilonorhynchidae,Amblyornis,macgregoriae,0,0,0,0,specimen,0
B01315,9/8/61,251,251,1961,9,8,9/8/61,-6.0833,143.6917,Lonchura spectabilis,Passeriformes,Estrildidae,Lonchura,spectabilis,0,0,0,0,specimen,0
B01300,9/5/61,248,248,1961,9,5,9/5/61,-6.0833,143.6917,Sericornis nouhuysi,Passeriformes,Pardalotidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
B01231,8/27/61,239,239,1961,8,27,8/27/61,-6.0833,143.6917,Archboldia papuensis,Passeriformes,Ptilonorhynchidae,Archboldia,papuensis,0,0,0,0,specimen,0
B01298,9/5/61,248,248,1961,9,5,9/5/61,-6.0833,143.6917,Epimachus meyeri,Passeriformes,Paradisaeidae,Epimachus,meyeri,0,0,0,0,specimen,0
B01201,8/20/61,232,232,1961,8,20,8/20/61,-6.0833,143.6917,Amblyornis macgregoriae,Passeriformes,Ptilonorhynchidae,Amblyornis,macgregoriae,0,0,0,0,specimen,0
B01307,9/7/61,250,250,1961,9,7,9/7/61,-6.0833,143.6917,Astrapia stephaniae,Passeriformes,Paradisaeidae,Astrapia,stephaniae,0,0,0,0,specimen,0
B01295,9/5/61,248,248,1961,9,5,9/5/61,-6.0833,143.6917,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B01007,6/27/61,178,178,1961,6,27,6/27/61,-6.0833,143.6917,Melipotes fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
B01006,6/27/61,178,178,1961,6,27,6/27/61,-6.0833,143.6917,Melipotes fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
B01306,9/7/61,250,250,1961,9,7,9/7/61,-6.0833,143.6917,Macropygia amboinensis,Columbiformes,Columbidae,Macropygia,amboinensis,0,0,0,0,specimen,0
50819,7/6/51,187,187,1951,7,6,7/6/51,-5.970274,143.882271,Aepypodius arfakianus,Galliformes,Megapodiidae,Aepypodius,arfakianus,0,0,0,0,specimen,0
B01080,7/24/61,205,205,1961,7,24,7/24/61,-6.05,143.8833,Amalocichla incerta,Passeriformes,Petroicidae,Amalocichla,incerta,0,0,0,0,specimen,0
B01078,7/23/61,204,204,1961,7,23,7/23/61,-6.05,143.8833,Parotia lawesii,Passeriformes,Paradisaeidae,Parotia,lawesii,0,0,0,0,specimen,0
B01095,7/26/61,207,207,1961,7,26,7/26/61,-6.05,143.8833,Eugerygone rubra,Passeriformes,Petroicidae,Eugerygone,rubra,0,0,0,0,specimen,0
B01104,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Melanocharis versteri,Passeriformes,Melanocharitidae,Melanocharis,versteri,0,0,0,0,specimen,0
B01083,7/24/61,205,205,1961,7,24,7/24/61,-6.05,143.8833,Astrapia stephaniae,Passeriformes,Paradisaeidae,Astrapia,stephaniae,0,0,0,0,specimen,0
B01052,7/16/61,197,197,1961,7,16,7/16/61,-6.05,143.8833,Epimachus fastuosus,Passeriformes,Paradisaeidae,Epimachus,fastuosus,0,0,0,0,specimen,0
B01123,8/1/61,213,213,1961,8,1,8/1/61,-6.05,143.8833,Ducula chalconota,Columbiformes,Columbidae,Ducula,chalconota,0,0,0,0,specimen,0
B01118,7/30/61,211,211,1961,7,30,7/30/61,-6.05,143.8833,Sericornis nouhuysi,Passeriformes,Pardalotidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
B01056,7/18/61,199,199,1961,7,18,7/18/61,-6.05,143.8833,Artamus maximus,Passeriformes,Artamidae,Artamus,maximus,0,0,0,0,specimen,0
B01067,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Ifrita kowaldi,Passeriformes,Eupetidae,Ifrita,kowaldi,0,0,0,0,specimen,0
B01086,7/24/61,205,205,1961,7,24,7/24/61,-6.05,143.8833,Aleadryas rufinucha,Passeriformes,Corvidae,Aleadryas,rufinucha,0,0,0,0,specimen,0
B01054,7/18/61,199,199,1961,7,18,7/18/61,-6.05,143.8833,Lophorina superba,Passeriformes,Paradisaeidae,Lophorina,superba,0,0,0,0,specimen,0
B01097,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Ptiloprora guisei,Passeriformes,Meliphagidae,Ptiloprora,guisei,0,0,0,0,specimen,0
B01069,7/25/61,206,206,1961,7,25,7/25/61,-6.05,143.8833,Rhipidura albolimbata,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,0,0,0,0,specimen,0
B01076,7/23/61,204,204,1961,7,23,7/23/61,-6.05,143.8833,Lophorina superba,Passeriformes,Paradisaeidae,Lophorina,superba,0,0,0,0,specimen,0
B01117,7/30/61,211,211,1961,7,30,7/30/61,-6.05,143.8833,Euaegotheles insignis,Strigiformes,Aegothelidae,Euaegotheles,insignis,0,0,0,0,specimen,0
B01103,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Melanocharis versteri,Passeriformes,Melanocharitidae,Melanocharis,versteri,0,0,0,0,specimen,0
B01119,7/30/61,211,211,1961,7,30,7/30/61,-6.05,143.8833,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01063,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Toxorhamphus poliopterus,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,0,0,0,0,specimen,0
B01092,7/26/61,207,207,1961,7,26,7/26/61,-6.05,143.8833,Epimachus meyeri,Passeriformes,Paradisaeidae,Epimachus,meyeri,0,0,0,0,specimen,0
B01085,7/24/61,205,205,1961,7,24,7/24/61,-6.05,143.8833,Psittacella brehmii,Psittaciformes,Psittacidae,Psittacella,brehmii,0,0,0,0,specimen,0
B01088,7/25/61,206,206,1961,7,25,7/25/61,-6.05,143.8833,Sericornis nouhuysi,Passeriformes,Pardalotidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
B01100,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Microeca papuana,Passeriformes,Petroicidae,Microeca,papuana,0,0,0,0,specimen,0
B01109,7/28/61,209,209,1961,7,28,7/28/61,-6.05,143.8833,Crateroscelis robusta,Passeriformes,Pardalotidae,Crateroscelis,robusta,0,0,0,0,specimen,0
B01113,7/29/61,210,210,1961,7,29,7/29/61,-6.05,143.8833,Ninox theomacha,Strigiformes,Strigidae,Ninox,theomacha,0,0,0,0,specimen,0
B01061,7/19/61,200,200,1961,7,19,7/19/61,-6.05,143.8833,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01105,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Rhipidura brachyrhyncha,Passeriformes,Rhipiduridae,Rhipidura,brachyrhyncha,0,0,0,0,specimen,0
B01099,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Melipotes fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
B01058,7/18/61,199,199,1961,7,18,7/18/61,-6.05,143.8833,Artamus maximus,Passeriformes,Artamidae,Artamus,maximus,0,0,0,0,specimen,0
B01124,8/2/61,214,214,1961,8,2,8/2/61,-6.05,143.8833,Melipotes fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
B01089,7/25/61,206,206,1961,7,25,7/25/61,-6.05,143.8833,Salvadorina waigiuensis,Anseriformes,Anatidae,Salvadorina,waigiuensis,0,0,0,0,specimen,0
B01098,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Sericornis perspicillatus,Passeriformes,Pardalotidae,Sericornis,perspicillatus,0,0,0,0,specimen,0
B01068,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Aleadryas rufinucha,Passeriformes,Corvidae,Aleadryas,rufinucha,0,0,0,0,specimen,0
B01121,8/1/61,213,213,1961,8,1,8/1/61,-6.05,143.8833,Psittacella brehmii,Psittaciformes,Psittacidae,Psittacella,brehmii,0,0,0,0,specimen,0
B01070,7/25/61,206,206,1961,7,25,7/25/61,-6.05,143.8833,Microeca papuana,Passeriformes,Petroicidae,Microeca,papuana,0,0,0,0,specimen,0
B01066,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Pachycephala schlegelii,Passeriformes,Corvidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
B01101,7/27/61,208,208,1961,7,27,7/27/61,-6.05,143.8833,Epimachus fastuosus,Passeriformes,Paradisaeidae,Epimachus,fastuosus,0,0,0,0,specimen,0
B01053,7/18/61,199,199,1961,7,18,7/18/61,-6.05,143.8833,Melipotes fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
B01084,7/24/61,205,205,1961,7,24,7/24/61,-6.05,143.8833,Epimachus fastuosus,Passeriformes,Paradisaeidae,Epimachus,fastuosus,0,0,0,0,specimen,0
B01072,7/22/61,203,203,1961,7,22,7/22/61,-6.05,143.8833,Ptiloprora guisei,Passeriformes,Meliphagidae,Ptiloprora,guisei,0,0,0,0,specimen,0
B01091,7/26/61,207,207,1961,7,26,7/26/61,-6.05,143.8833,Melidectes rufocrissalis,Passeriformes,Meliphagidae,Melidectes,rufocrissalis,0,0,0,0,specimen,0
B01108,7/28/61,209,209,1961,7,28,7/28/61,-6.05,143.8833,Ifrita kowaldi,Passeriformes,Eupetidae,Ifrita,kowaldi,0,0,0,0,specimen,0
B01125,8/2/61,214,214,1961,8,2,8/2/61,-6.05,143.8833,Monarcha axillaris,Passeriformes,Monarchidae,Monarcha,axillaris,0,0,0,0,specimen,0
B01081,7/24/61,205,205,1961,7,24,7/24/61,-6.05,143.8833,Sericornis nouhuysi,Passeriformes,Pardalotidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
B01112,7/28/61,209,209,1961,7,28,7/28/61,-6.05,143.8833,Ninox theomacha,Strigiformes,Strigidae,Ninox,theomacha,0,0,0,0,specimen,0
B01055,7/18/61,199,199,1961,7,18,7/18/61,-6.05,143.8833,Artamus maximus,Passeriformes,Artamidae,Artamus,maximus,0,0,0,0,specimen,0
B01064,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Amalocichla incerta,Passeriformes,Petroicidae,Amalocichla,incerta,0,0,0,0,specimen,0
B01065,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Melanocharis versteri,Passeriformes,Melanocharitidae,Melanocharis,versteri,0,0,0,0,specimen,0
B01087,7/25/61,206,206,1961,7,25,7/25/61,-6.05,143.8833,Sericornis nouhuysi,Passeriformes,Pardalotidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
B01071,7/21/61,202,202,1961,7,21,7/21/61,-6.05,143.8833,Melanocharis versteri,Passeriformes,Melanocharitidae,Melanocharis,versteri,0,0,0,0,specimen,0
